event_id,customer_id,event_ts,event_type
E-182,C-012,2026-06-29T09:18:46,view_product
E-183,C-012,2026-06-29T09:19:40,view_product
E-184,C-012,2026-06-29T09:21:09,view_product
E-185,C-012,2026-06-29T09:21:54,add_to_cart
E-186,C-012,2026-06-29T09:23:08,checkout
E-587,C-035,2026-06-29T16:18:00,login
E-588,C-035,2026-06-29T16:19:16,view_product
E-589,C-035,2026-06-29T16:20:02,view_product
E-808,C-044,2026-06-29T16:58:00,login
E-809,C-044,2026-06-29T16:59:27,view_product
E-810,C-044,2026-06-29T16:59:39,add_to_cart
E-1109,C-059,2026-06-30T13:36:00,login
E-1110,C-059,2026-06-30T13:36:39,view_product
E-1111,C-059,2026-06-30T13:37:57,view_product
E-1112,C-059,2026-06-30T13:39:21,view_product
E-1113,C-059,2026-06-30T13:40:02,add_to_cart
E-1114,C-059,2026-06-30T13:40:29,checkout
